Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,2055.28,наличный,Гомель,Приорбанк-DSTO-890,16-04-2003,15:13:22,успешно,нет,0.0
юр. лицо,списание средств,697.34,безналичный,Минск,Приорбанк-IUDP-563,30-04-2013,11:14:37,недостаточно средств,да,46.06
юр. лицо,списание средств,1741.2,наличный,Гомель,Приорбанк-CNWL-108,01-02-2021,11:04:11,успешно,да,100.11
юр. лицо,списание средств,1147.2,наличный,Гомель,Приорбанк-XXSG-004,15-03-2002,15:08:01,неправильный ввод пин-кода,да,27.81
юр. лицо,получение средств,3450.87,наличный,Брест,Приорбанк-MDAG-186,25-05-2010,09:58:20,успешно,нет,0.0
физ. лицо,получение средств,4764.51,безналичный,Минск,Приорбанк-QRVH-027,27-07-2014,19:33:10,успешно,нет,0.0
юр. лицо,получение средств,3822.82,наличный,Гомель,Приорбанк-NOZA-672,15-02-2006,14:37:05,успешно,нет,0.0
физ. лицо,списание средств,4821.45,наличный,Гродно,Приорбанк-PQHB-474,03-06-2023,22:04:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,382.82,наличный,Минск,Приорбанк-NLMR-084,10-01-2002,21:34:42,успешно,нет,0.0
физ. лицо,получение средств,1501.95,наличный,Брест,Приорбанк-AMSJ-626,14-07-2017,04:12:46,успешно,нет,0.0
физ. лицо,получение средств,1924.47,наличный,Могилев,Приорбанк-UGRW-896,01-09-2017,06:14:55,успешно,нет,0.0
юр. лицо,получение средств,4378.49,безналичный,Гомель,Приорбанк-OIFS-698,18-12-2005,00:44:51,успешно,нет,0.0
юр. лицо,получение средств,252.56,безналичный,Минск,Приорбанк-HOZR-144,06-06-2023,09:52:21,успешно,нет,0.0
физ. лицо,списание средств,1580.07,безналичный,Минск,Приорбанк-FFEK-321,29-08-2011,12:22:07,успешно,да,95.11
физ. лицо,получение средств,2936.83,безналичный,Витебск,Приорбанк-ZKID-149,18-11-2012,21:10:37,успешно,нет,0.0
юр. лицо,списание средств,1390.84,безналичный,Брест,Приорбанк-EMRK-433,10-01-2004,22:25:36,недостаточно средств,нет,0.0
физ. лицо,получение средств,2379.81,безналичный,Брест,Приорбанк-FLOT-036,02-04-2007,20:20:45,успешно,нет,0.0
юр. лицо,получение средств,2134.44,наличный,Витебск,Приорбанк-QARY-662,15-10-2001,05:36:49,успешно,нет,0.0
физ. лицо,списание средств,1764.93,безналичный,Гродно,Приорбанк-EHSA-494,08-06-2004,23:19:45,недостаточно средств,да,35.65
физ. лицо,списание средств,1950.83,безналичный,Гомель,Приорбанк-BUWM-827,12-07-2016,09:39:18,неправильный ввод пин-кода,да,83.54
юр. лицо,получение средств,1077.11,наличный,Гомель,Приорбанк-RIHG-159,25-12-2008,17:39:58,успешно,нет,0.0
юр. лицо,получение средств,4928.33,наличный,Могилев,Приорбанк-PFOS-878,03-11-2001,07:09:39,успешно,нет,0.0
юр. лицо,получение средств,78.81,наличный,Витебск,Приорбанк-PXHO-299,01-09-2005,13:47:46,успешно,нет,0.0
физ. лицо,получение средств,3759.86,безналичный,Гомель,Приорбанк-QKKQ-498,03-12-2014,02:52:17,успешно,нет,0.0
физ. лицо,списание средств,1239.2,наличный,Витебск,Приорбанк-XWRD-562,27-01-2009,02:25:50,неправильный ввод пин-кода,да,39.23
юр. лицо,получение средств,1057.49,безналичный,Могилев,Приорбанк-IXYK-927,02-06-2005,14:19:42,успешно,нет,0.0
физ. лицо,получение средств,2097.13,безналичный,Гродно,Приорбанк-JYXY-175,01-07-2022,12:35:55,успешно,нет,0.0
юр. лицо,получение средств,3198.08,безналичный,Гродно,Приорбанк-MCDG-252,02-11-2013,10:41:45,успешно,нет,0.0
юр. лицо,получение средств,2613.08,наличный,Гомель,Приорбанк-WEDA-386,07-06-2022,00:15:34,успешно,нет,0.0
физ. лицо,списание средств,360.52,безналичный,Витебск,Приорбанк-MTGM-490,30-06-2003,04:31:38,успешно,нет,0.0
физ. лицо,списание средств,2609.95,наличный,Витебск,Приорбанк-UKSM-428,20-10-2024,16:22:24,успешно,да,40.22
юр. лицо,получение средств,213.91,наличный,Витебск,Приорбанк-QMWJ-084,06-07-2017,03:53:19,успешно,нет,0.0
физ. лицо,списание средств,3027.87,безналичный,Брест,Приорбанк-TOMO-027,15-12-2024,06:52:11,недостаточно средств,нет,0.0
юр. лицо,получение средств,4820.28,безналичный,Могилев,Приорбанк-GHXV-911,14-02-2017,20:39:19,успешно,нет,0.0
физ. лицо,списание средств,4139.3,наличный,Брест,Приорбанк-AFDL-218,30-01-2008,19:36:28,успешно,нет,0.0
юр. лицо,списание средств,4861.24,наличный,Гомель,Приорбанк-SQNM-241,18-03-2012,17:44:07,успешно,нет,0.0
физ. лицо,списание средств,1872.49,наличный,Гомель,Приорбанк-HXLZ-786,30-06-2018,20:00:05,успешно,нет,0.0
физ. лицо,списание средств,3481.96,наличный,Гомель,Приорбанк-UCCL-878,21-11-2017,08:57:14,успешно,да,336.5
юр. лицо,получение средств,3262.85,наличный,Витебск,Приорбанк-SCRU-273,07-05-2011,06:43:12,успешно,нет,0.0
физ. лицо,списание средств,3716.63,наличный,Гродно,Приорбанк-ACVK-143,31-05-2016,15:52:22,неправильный ввод пин-кода,да,243.02
физ. лицо,списание средств,1780.27,безналичный,Гродно,Приорбанк-ACXQ-940,01-04-2023,16:18:37,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,777.85,безналичный,Могилев,Приорбанк-UUEI-382,02-04-2014,21:08:52,неправильный ввод пин-кода,да,36.29
физ. лицо,списание средств,4449.86,наличный,Могилев,Приорбанк-TDDZ-524,25-02-2006,15:05:39,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1249.95,наличный,Гомель,Приорбанк-FLFP-063,09-09-2012,14:12:19,успешно,нет,0.0
юр. лицо,получение средств,4790.26,наличный,Витебск,Приорбанк-EPPS-278,23-06-2001,13:13:07,успешно,нет,0.0
физ. лицо,списание средств,1530.68,наличный,Гомель,Приорбанк-BVGD-536,18-01-2007,18:40:27,неправильный ввод пин-кода,да,44.37
юр. лицо,списание средств,1906.25,наличный,Могилев,Приорбанк-NLGA-289,16-10-2017,10:53:15,успешно,да,22.9
физ. лицо,списание средств,764.62,безналичный,Брест,Приорбанк-JEGN-253,10-05-2024,14:41:57,успешно,да,55.88
юр. лицо,списание средств,2205.94,безналичный,Гродно,Приорбанк-KTOK-053,18-06-2024,17:02:41,успешно,нет,0.0
юр. лицо,списание средств,3577.53,безналичный,Гродно,Приорбанк-MOVR-704,17-01-2016,14:56:55,успешно,да,231.11
физ. лицо,списание средств,2004.27,безналичный,Брест,Приорбанк-MHOK-657,12-02-2014,11:38:07,успешно,нет,0.0
юр. лицо,получение средств,192.34,безналичный,Гомель,Приорбанк-KHZU-818,31-08-2006,20:59:52,успешно,нет,0.0
юр. лицо,списание средств,4035.27,наличный,Гродно,Приорбанк-RPHC-595,28-04-2005,05:33:59,недостаточно средств,да,401.0
юр. лицо,получение средств,2560.22,наличный,Минск,Приорбанк-OOBQ-932,31-07-2003,14:22:10,успешно,нет,0.0
юр. лицо,списание средств,4722.01,наличный,Могилев,Приорбанк-EKOK-936,18-05-2000,10:37:10,успешно,нет,0.0
физ. лицо,получение средств,3094.76,наличный,Брест,Приорбанк-XCUD-820,08-07-2012,05:01:55,успешно,нет,0.0
юр. лицо,получение средств,2589.99,безналичный,Брест,Приорбанк-WIDM-180,26-10-2019,16:04:01,успешно,нет,0.0
физ. лицо,списание средств,3096.0,наличный,Минск,Приорбанк-HKNI-533,25-10-2008,08:07:11,успешно,да,113.22
юр. лицо,списание средств,20.82,безналичный,Гомель,Приорбанк-LKRT-883,25-08-2013,16:50:35,успешно,нет,0.0
физ. лицо,получение средств,2005.32,наличный,Минск,Приорбанк-IZJP-729,01-08-2017,00:38:50,успешно,нет,0.0
юр. лицо,списание средств,2908.57,наличный,Брест,Приорбанк-CRLH-041,19-05-2019,07:57:07,недостаточно средств,да,261.64
юр. лицо,получение средств,3889.51,безналичный,Гомель,Приорбанк-VJRL-129,30-05-2001,11:38:33,успешно,нет,0.0
физ. лицо,списание средств,3792.54,безналичный,Витебск,Приорбанк-EUZE-567,11-01-2020,21:56:51,недостаточно средств,да,49.31
юр. лицо,получение средств,4311.14,наличный,Гомель,Приорбанк-GRTW-746,05-12-2000,04:04:43,успешно,нет,0.0
физ. лицо,списание средств,608.28,безналичный,Гомель,Приорбанк-JOFS-076,10-01-2012,11:18:33,неправильный ввод пин-кода,да,52.67
юр. лицо,списание средств,407.92,безналичный,Гомель,Приорбанк-RGWP-635,11-01-2008,07:05:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4267.99,наличный,Гомель,Приорбанк-OHBA-390,24-11-2008,14:57:22,успешно,нет,0.0
физ. лицо,получение средств,890.53,безналичный,Гродно,Приорбанк-YHER-254,08-05-2020,16:38:09,успешно,нет,0.0
физ. лицо,списание средств,3395.37,безналичный,Гомель,Приорбанк-DUGR-497,19-09-2016,20:48:12,недостаточно средств,нет,0.0
юр. лицо,получение средств,2625.86,наличный,Брест,Приорбанк-URGA-597,25-12-2020,09:26:16,успешно,нет,0.0
юр. лицо,списание средств,1147.62,наличный,Витебск,Приорбанк-BPYX-704,09-07-2001,00:20:55,успешно,да,94.82
юр. лицо,списание средств,4769.02,наличный,Гродно,Приорбанк-AEGI-415,09-07-2017,05:37:38,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1960.39,наличный,Минск,Приорбанк-JFVD-728,11-06-2023,05:27:11,успешно,нет,0.0
юр. лицо,списание средств,4573.5,наличный,Витебск,Приорбанк-EYVD-697,22-10-2001,21:20:10,успешно,нет,0.0
физ. лицо,получение средств,363.39,наличный,Брест,Приорбанк-ANAZ-674,15-12-2019,07:32:28,успешно,нет,0.0
физ. лицо,получение средств,3458.57,наличный,Брест,Приорбанк-UUEM-917,22-05-2011,04:22:55,успешно,нет,0.0
юр. лицо,списание средств,3913.53,безналичный,Гродно,Приорбанк-FODM-057,10-04-2008,21:11:16,успешно,да,369.26
физ. лицо,получение средств,4031.25,безналичный,Минск,Приорбанк-TKWK-536,13-08-2005,07:08:25,успешно,нет,0.0
физ. лицо,списание средств,41.55,наличный,Минск,Приорбанк-FQNY-252,23-07-2007,15:41:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1431.6,наличный,Витебск,Приорбанк-RBMU-372,29-05-2020,01:21:51,успешно,нет,0.0
физ. лицо,получение средств,4502.32,наличный,Могилев,Приорбанк-SSJH-371,15-02-2008,13:08:33,успешно,нет,0.0
физ. лицо,списание средств,4823.69,наличный,Гомель,Приорбанк-RFDW-191,25-02-2002,11:22:54,успешно,да,272.78
юр. лицо,списание средств,1088.13,наличный,Брест,Приорбанк-KHRF-025,16-08-2008,03:55:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1016.94,безналичный,Гомель,Приорбанк-QPDC-951,17-01-2024,20:44:44,успешно,нет,0.0
физ. лицо,получение средств,1697.89,безналичный,Гомель,Приорбанк-EWRO-694,27-09-2015,03:33:32,успешно,нет,0.0
физ. лицо,списание средств,538.07,наличный,Гродно,Приорбанк-GMPV-496,23-01-2010,10:32:36,неправильный ввод пин-кода,да,44.52
юр. лицо,списание средств,3597.07,наличный,Могилев,Приорбанк-KHGE-626,11-11-2001,22:26:02,недостаточно средств,да,327.9
юр. лицо,получение средств,4740.11,наличный,Брест,Приорбанк-KWTU-216,31-08-2016,03:33:47,успешно,нет,0.0
юр. лицо,получение средств,4885.09,наличный,Гомель,Приорбанк-XBIP-175,01-05-2004,00:33:14,успешно,нет,0.0
физ. лицо,получение средств,2589.38,безналичный,Витебск,Приорбанк-TLUO-339,09-11-2024,23:22:10,успешно,нет,0.0
физ. лицо,получение средств,3107.81,безналичный,Минск,Приорбанк-BKFV-890,29-08-2007,13:00:11,успешно,нет,0.0
юр. лицо,списание средств,2990.13,наличный,Гродно,Приорбанк-MTHI-888,07-12-2006,21:40:32,успешно,да,118.54
юр. лицо,получение средств,2069.1,наличный,Гомель,Приорбанк-RNPE-540,13-11-2015,00:23:14,успешно,нет,0.0
физ. лицо,получение средств,3875.89,безналичный,Брест,Приорбанк-GWSK-795,19-08-2018,12:57:53,успешно,нет,0.0
юр. лицо,получение средств,2342.1,наличный,Брест,Приорбанк-QEZM-004,05-08-2022,16:27:21,успешно,нет,0.0
физ. лицо,списание средств,2307.77,безналичный,Гомель,Приорбанк-FCQD-773,09-11-2014,21:17:13,успешно,да,148.1
юр. лицо,списание средств,1362.66,безналичный,Брест,Приорбанк-ZXTP-975,28-12-2010,03:44:28,недостаточно средств,нет,0.0
физ. лицо,получение средств,1871.43,наличный,Гродно,Приорбанк-IMIG-038,18-11-2006,09:55:33,успешно,нет,0.0
физ. лицо,списание средств,4225.98,наличный,Гродно,Приорбанк-CMPP-010,01-06-2021,06:22:55,успешно,нет,0.0
физ. лицо,списание средств,4172.43,безналичный,Минск,Приорбанк-BWEO-643,21-02-2022,18:46:53,недостаточно средств,да,383.22
физ. лицо,списание средств,420.71,наличный,Минск,Приорбанк-ALQA-533,12-06-2012,13:37:25,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3828.01,наличный,Минск,Приорбанк-SBTD-101,03-03-2010,03:52:02,успешно,нет,0.0
физ. лицо,списание средств,2823.61,безналичный,Витебск,Приорбанк-RXID-055,03-02-2010,00:05:45,неправильный ввод пин-кода,да,109.17
физ. лицо,получение средств,162.96,наличный,Гродно,Приорбанк-LFMM-516,11-05-2017,08:30:30,успешно,нет,0.0
физ. лицо,списание средств,1675.54,безналичный,Гродно,Приорбанк-AIVT-517,13-04-2006,10:42:05,успешно,нет,0.0
юр. лицо,списание средств,1610.43,наличный,Витебск,Приорбанк-PPSH-911,24-01-2018,22:25:47,недостаточно средств,да,150.21
физ. лицо,получение средств,3388.78,безналичный,Минск,Приорбанк-WDBG-535,14-08-2003,13:25:12,успешно,нет,0.0
физ. лицо,списание средств,3486.07,наличный,Гродно,Приорбанк-OMXC-791,08-05-2016,14:43:08,неправильный ввод пин-кода,да,292.18
физ. лицо,получение средств,303.98,безналичный,Брест,Приорбанк-DIRA-117,21-08-2022,19:41:21,успешно,нет,0.0
юр. лицо,списание средств,3612.42,безналичный,Могилев,Приорбанк-XOUE-934,02-02-2003,06:48:46,неправильный ввод пин-кода,да,180.25
юр. лицо,получение средств,4631.48,наличный,Гомель,Приорбанк-MPUJ-489,19-01-2012,17:29:20,успешно,нет,0.0
юр. лицо,получение средств,2978.29,наличный,Гродно,Приорбанк-OWMY-852,25-01-2003,01:30:01,успешно,нет,0.0
юр. лицо,списание средств,1415.92,безналичный,Витебск,Приорбанк-JWVP-889,02-07-2003,13:24:07,неправильный ввод пин-кода,да,98.26
юр. лицо,получение средств,4885.81,безналичный,Могилев,Приорбанк-SBFE-890,12-05-2001,06:39:49,успешно,нет,0.0
юр. лицо,получение средств,2911.64,наличный,Гродно,Приорбанк-ZUWB-085,25-04-2016,04:35:30,успешно,нет,0.0
юр. лицо,списание средств,3277.86,безналичный,Гродно,Приорбанк-GWJN-025,21-06-2020,17:33:03,успешно,нет,0.0
физ. лицо,получение средств,592.1,безналичный,Брест,Приорбанк-TUGN-947,03-07-2020,09:42:43,успешно,нет,0.0
юр. лицо,получение средств,2530.64,безналичный,Гродно,Приорбанк-JSPB-589,09-09-2018,17:25:23,успешно,нет,0.0
юр. лицо,списание средств,4592.6,безналичный,Могилев,Приорбанк-ZJYL-184,06-07-2003,19:19:16,успешно,нет,0.0
юр. лицо,получение средств,1116.14,наличный,Гомель,Приорбанк-EHWZ-204,27-09-2014,02:21:21,успешно,нет,0.0
юр. лицо,получение средств,1392.94,безналичный,Гродно,Приорбанк-PKUM-097,17-09-2011,04:51:07,успешно,нет,0.0
физ. лицо,списание средств,4750.44,наличный,Брест,Приорбанк-MQVY-418,30-05-2001,10:06:18,неправильный ввод пин-кода,да,406.57
юр. лицо,получение средств,3162.51,наличный,Гродно,Приорбанк-EGDT-499,08-06-2009,12:34:06,успешно,нет,0.0
юр. лицо,получение средств,280.22,безналичный,Витебск,Приорбанк-HEUJ-535,10-02-2003,17:21:53,успешно,нет,0.0
физ. лицо,списание средств,679.47,наличный,Витебск,Приорбанк-YYSW-321,25-06-2005,20:21:24,недостаточно средств,да,57.75
юр. лицо,списание средств,2426.28,наличный,Гродно,Приорбанк-TEBM-402,20-04-2010,19:49:42,недостаточно средств,нет,0.0
физ. лицо,получение средств,2505.18,наличный,Гомель,Приорбанк-RCUP-662,29-06-2020,23:14:56,успешно,нет,0.0
юр. лицо,списание средств,3885.97,безналичный,Гродно,Приорбанк-IVWX-809,11-10-2021,06:53:51,недостаточно средств,да,226.5
юр. лицо,списание средств,169.75,безналичный,Могилев,Приорбанк-WPNK-580,15-07-2023,18:45:47,успешно,нет,0.0
юр. лицо,списание средств,2705.3,безналичный,Минск,Приорбанк-BQJU-013,14-02-2010,07:38:42,успешно,нет,0.0
юр. лицо,получение средств,256.6,безналичный,Гомель,Приорбанк-IBOY-125,26-03-2004,07:30:19,успешно,нет,0.0
физ. лицо,списание средств,342.76,безналичный,Витебск,Приорбанк-HQSU-604,25-04-2017,16:53:42,недостаточно средств,да,3.59
физ. лицо,получение средств,1249.3,безналичный,Гродно,Приорбанк-VTHD-769,19-04-2006,02:57:20,успешно,нет,0.0
физ. лицо,получение средств,835.95,безналичный,Витебск,Приорбанк-REJU-421,14-04-2024,11:12:50,успешно,нет,0.0
физ. лицо,списание средств,4030.77,безналичный,Брест,Приорбанк-VLXX-796,23-02-2012,17:17:24,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,969.73,безналичный,Минск,Приорбанк-LVTY-610,16-03-2012,08:51:01,успешно,нет,0.0
юр. лицо,списание средств,1737.17,безналичный,Могилев,Приорбанк-NGYH-868,12-06-2023,15:03:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4325.07,наличный,Гомель,Приорбанк-COZR-905,14-06-2010,06:29:06,успешно,нет,0.0
физ. лицо,получение средств,1833.96,наличный,Могилев,Приорбанк-TRSE-814,27-03-2006,16:16:21,успешно,нет,0.0
физ. лицо,списание средств,803.44,безналичный,Могилев,Приорбанк-SINZ-067,03-02-2001,01:05:36,успешно,нет,0.0
физ. лицо,получение средств,238.88,безналичный,Могилев,Приорбанк-JBZJ-333,12-04-2017,05:48:35,успешно,нет,0.0
физ. лицо,списание средств,470.04,наличный,Витебск,Приорбанк-HBZQ-448,27-08-2008,00:54:54,успешно,нет,0.0
юр. лицо,получение средств,1506.93,наличный,Могилев,Приорбанк-UYST-818,23-09-2010,04:33:34,успешно,нет,0.0
физ. лицо,списание средств,2985.76,наличный,Могилев,Приорбанк-SEVR-438,25-07-2024,08:38:58,успешно,нет,0.0
физ. лицо,списание средств,666.33,безналичный,Брест,Приорбанк-VEGJ-058,24-07-2020,02:26:42,недостаточно средств,да,56.15
физ. лицо,получение средств,4564.41,безналичный,Гродно,Приорбанк-LEDK-125,18-10-2019,04:29:31,успешно,нет,0.0
юр. лицо,получение средств,2258.78,наличный,Гомель,Приорбанк-CEHI-167,02-12-2015,05:59:46,успешно,нет,0.0
юр. лицо,списание средств,3144.14,наличный,Минск,Приорбанк-FNCT-575,12-06-2022,03:09:17,неправильный ввод пин-кода,да,51.3
юр. лицо,списание средств,4612.03,безналичный,Витебск,Приорбанк-GZKO-126,02-05-2023,03:55:15,недостаточно средств,да,210.87
юр. лицо,получение средств,3074.76,безналичный,Брест,Приорбанк-QYVW-484,22-10-2004,03:38:15,успешно,нет,0.0
физ. лицо,списание средств,2927.62,наличный,Брест,Приорбанк-IQBB-834,26-06-2022,13:15:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2786.5,безналичный,Могилев,Приорбанк-VAGX-143,25-10-2014,06:03:18,успешно,да,110.48
юр. лицо,списание средств,3931.17,безналичный,Брест,Приорбанк-SUCL-235,24-12-2020,10:41:13,успешно,нет,0.0
юр. лицо,получение средств,2200.3,наличный,Брест,Приорбанк-ESXM-565,17-09-2001,05:10:54,успешно,нет,0.0
физ. лицо,списание средств,2775.42,безналичный,Гродно,Приорбанк-VHGR-732,20-12-2021,14:50:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,299.58,наличный,Витебск,Приорбанк-PWRG-347,03-09-2011,23:12:46,успешно,нет,0.0
юр. лицо,списание средств,255.66,наличный,Минск,Приорбанк-GVUG-940,23-08-2021,15:56:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,4610.84,безналичный,Гродно,Приорбанк-CTRJ-559,25-10-2009,01:00:05,недостаточно средств,да,181.89
юр. лицо,получение средств,1151.94,наличный,Могилев,Приорбанк-NXLN-700,23-07-2005,07:11:14,успешно,нет,0.0
физ. лицо,списание средств,2402.19,безналичный,Могилев,Приорбанк-QZEE-495,03-11-2012,13:42:58,неправильный ввод пин-кода,да,177.95
юр. лицо,получение средств,4603.61,наличный,Минск,Приорбанк-MAQJ-766,05-07-2000,06:30:54,успешно,нет,0.0
физ. лицо,списание средств,176.18,безналичный,Могилев,Приорбанк-ZOIC-367,15-09-2018,04:37:13,успешно,да,17.5
физ. лицо,получение средств,2824.85,безналичный,Брест,Приорбанк-CTBP-247,11-09-2011,23:06:55,успешно,нет,0.0
юр. лицо,получение средств,650.39,безналичный,Могилев,Приорбанк-IBCV-592,01-08-2010,14:06:11,успешно,нет,0.0
юр. лицо,получение средств,3517.53,наличный,Минск,Приорбанк-IAUO-038,23-02-2024,08:23:35,успешно,нет,0.0
физ. лицо,получение средств,327.29,наличный,Минск,Приорбанк-TGGC-858,18-06-2020,08:55:32,успешно,нет,0.0
юр. лицо,списание средств,2238.68,наличный,Брест,Приорбанк-OYUY-484,15-01-2004,09:44:08,неправильный ввод пин-кода,да,69.03
физ. лицо,получение средств,938.88,наличный,Гомель,Приорбанк-KCRN-587,12-07-2012,22:01:29,успешно,нет,0.0
юр. лицо,списание средств,928.08,наличный,Витебск,Приорбанк-CDHQ-762,06-08-2007,05:15:28,успешно,да,20.68
юр. лицо,списание средств,1824.37,наличный,Гомель,Приорбанк-UWRM-900,04-10-2016,23:15:47,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4755.95,наличный,Гомель,Приорбанк-AXEO-032,15-07-2015,22:47:29,успешно,нет,0.0
юр. лицо,получение средств,2758.12,безналичный,Могилев,Приорбанк-YXGD-762,21-01-2014,01:02:42,успешно,нет,0.0
юр. лицо,списание средств,1605.39,наличный,Брест,Приорбанк-WWEJ-726,06-05-2009,04:15:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,265.46,безналичный,Минск,Приорбанк-HPQO-467,30-10-2022,11:27:08,недостаточно средств,да,21.64
юр. лицо,списание средств,3858.09,безналичный,Минск,Приорбанк-TZLN-713,20-06-2022,09:24:02,недостаточно средств,да,293.05
юр. лицо,получение средств,343.79,безналичный,Гродно,Приорбанк-PAAH-154,02-09-2005,09:16:28,успешно,нет,0.0
юр. лицо,получение средств,4403.22,наличный,Могилев,Приорбанк-GTGJ-571,25-05-2000,11:03:33,успешно,нет,0.0
физ. лицо,получение средств,4235.94,безналичный,Могилев,Приорбанк-FPBN-813,10-10-2022,23:14:48,успешно,нет,0.0
физ. лицо,получение средств,1104.6,безналичный,Минск,Приорбанк-LFYG-416,21-03-2000,04:16:01,успешно,нет,0.0
юр. лицо,получение средств,672.16,безналичный,Брест,Приорбанк-LCZN-653,08-07-2000,13:54:55,успешно,нет,0.0
физ. лицо,получение средств,2579.07,безналичный,Брест,Приорбанк-LJKL-999,19-02-2024,06:44:10,успешно,нет,0.0
юр. лицо,получение средств,3704.81,наличный,Минск,Приорбанк-TXKW-303,01-02-2005,10:08:28,успешно,нет,0.0
юр. лицо,получение средств,429.69,безналичный,Гродно,Приорбанк-IMPT-770,27-07-2011,22:33:08,успешно,нет,0.0
юр. лицо,списание средств,3876.6,наличный,Гродно,Приорбанк-BWSI-582,04-06-2011,13:33:29,недостаточно средств,да,98.64
юр. лицо,получение средств,2506.65,безналичный,Брест,Приорбанк-MWBY-512,11-06-2003,17:51:45,успешно,нет,0.0
юр. лицо,списание средств,4775.11,безналичный,Витебск,Приорбанк-HILF-775,17-03-2023,13:02:35,успешно,нет,0.0
физ. лицо,получение средств,4104.63,безналичный,Гомель,Приорбанк-MKPF-786,06-05-2008,11:58:03,успешно,нет,0.0
юр. лицо,получение средств,128.73,наличный,Минск,Приорбанк-OESK-973,11-11-2005,22:05:52,успешно,нет,0.0
физ. лицо,списание средств,263.75,наличный,Могилев,Приорбанк-FXAM-669,22-04-2000,05:34:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3420.01,безналичный,Минск,Приорбанк-LWIQ-976,02-06-2007,03:00:55,успешно,нет,0.0
физ. лицо,получение средств,1563.12,безналичный,Минск,Приорбанк-LIGQ-128,03-02-2003,06:22:31,успешно,нет,0.0
юр. лицо,списание средств,4503.8,безналичный,Брест,Приорбанк-TQUC-216,29-06-2016,17:41:57,недостаточно средств,да,112.67
юр. лицо,списание средств,1660.33,наличный,Могилев,Приорбанк-CPYO-804,07-09-2003,17:35:16,успешно,нет,0.0
юр. лицо,получение средств,1713.23,наличный,Витебск,Приорбанк-KNIE-744,08-12-2010,09:07:43,успешно,нет,0.0
юр. лицо,получение средств,1908.03,наличный,Брест,Приорбанк-MUTG-736,05-10-2016,10:07:15,успешно,нет,0.0
физ. лицо,списание средств,4079.0,безналичный,Гомель,Приорбанк-SWSW-275,24-10-2005,10:43:06,успешно,нет,0.0
физ. лицо,получение средств,2042.83,наличный,Гомель,Приорбанк-PQHK-229,06-07-2015,22:49:53,успешно,нет,0.0
физ. лицо,списание средств,1094.41,наличный,Могилев,Приорбанк-VQEI-355,09-11-2021,04:52:04,успешно,да,90.15
физ. лицо,получение средств,105.24,наличный,Могилев,Приорбанк-YQYQ-754,02-05-2001,20:19:52,успешно,нет,0.0
юр. лицо,списание средств,4545.06,наличный,Витебск,Приорбанк-OFTZ-868,15-02-2006,09:53:17,неправильный ввод пин-кода,да,108.94
физ. лицо,списание средств,3706.58,наличный,Гродно,Приорбанк-TUJU-537,25-06-2001,19:40:24,неправильный ввод пин-кода,да,264.22
юр. лицо,списание средств,2196.95,наличный,Гомель,Приорбанк-GGWK-255,13-04-2011,23:10:41,успешно,да,212.71
физ. лицо,списание средств,2360.33,безналичный,Минск,Приорбанк-EMMW-492,27-04-2009,04:26:17,недостаточно средств,нет,0.0
юр. лицо,списание средств,1716.29,безналичный,Гродно,Приорбанк-ANDY-225,10-04-2021,04:29:56,успешно,да,110.61
юр. лицо,списание средств,3016.11,наличный,Могилев,Приорбанк-DDGJ-651,09-02-2005,12:26:19,успешно,да,228.27
физ. лицо,списание средств,3019.59,безналичный,Гродно,Приорбанк-CVOP-326,09-10-2021,02:41:34,неправильный ввод пин-кода,да,63.06
юр. лицо,списание средств,2668.83,безналичный,Могилев,Приорбанк-FRHV-222,17-11-2010,07:51:48,недостаточно средств,нет,0.0
физ. лицо,получение средств,4792.39,наличный,Витебск,Приорбанк-YCNJ-110,01-01-2002,08:56:10,успешно,нет,0.0
юр. лицо,получение средств,2399.67,безналичный,Брест,Приорбанк-EBQW-558,14-04-2002,11:33:27,успешно,нет,0.0
юр. лицо,получение средств,4162.12,безналичный,Гродно,Приорбанк-CUAO-403,02-03-2024,15:55:42,успешно,нет,0.0
юр. лицо,списание средств,1400.1,безналичный,Гродно,Приорбанк-UNCM-162,11-09-2012,09:55:05,успешно,да,44.6
